Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GWAScatalog	Menopause (age at onset)	75	6	0.001285992	0.034216837	SPPL3:PITPNM2:INO80:CDK12:STARD3:PGAP3	
GWAScatalog	Liver iron content	14	3	0.00129908	0.034216837	LRRC16A:HFE:OR2B2	
GWAScatalog	Moyamoya disease	14	3	0.00129908	0.034216837	JAZF1:FADS2:LRP1	
GWAScatalog	Celiac disease or Rheumatoid arthritis	14	3	0.00129908	0.034216837	LBH:TRAF1:DDX6	
GWAScatalog	Offspring birth weight	132	8	0.001318146	0.034513594	ZBTB38:ARMC2:SESN1:IL6:INO80:RORA:SMAD3:FURIN	
GWAScatalog	Pulse pressure	586	20	0.001333619	0.034713322	PGBD1:IL6:TRAF1:NEK6:ARL3:CYP17A1:SYT13:FADS2:LRP1:PLXNC1:INO80:SMAD3:ADAMTSL3:CLEC16A:HSD17B1:NMT1:PLCD3:TRIM47:XRCC6:MEI1	
GWAScatalog	Pulmonary function	52	5	0.001435113	0.037136698	MECOM:ADAM19:ZKSCAN3:ARMC2:LRP1	
GWAScatalog	Phosphatidylcholine-ether levels	4	2	0.001500949	0.037523714	TNFAIP3:FADS2	
GWAScatalog	Fatty acid desaturase activity (serum)	4	2	0.001500949	0.037523714	FADS2:FADS3	
GWAScatalog	Mean degree of stenosis	4	2	0.001500949	0.037523714	SLC22A5:IRF1	
GWAScatalog	B cell acute lymphoblastic leukaemia (hyperdiploid negative)	4	2	0.001500949	0.037523714	IKZF1:GATA3	
GWAScatalog	B cell acute lymphoblastic leukaemia (Philadelphia chromosome negative)	4	2	0.001500949	0.037523714	IKZF1:GATA3	
GWAScatalog	B cell acute lymphoblastic leukaemia (normal cytogenetics)	4	2	0.001500949	0.037523714	IKZF1:GATA3	
GWAScatalog	Blood pressure	78	6	0.001576056	0.039180033	MECOM:CAMK4:SLC17A2:HFE:CYP17A1:ZNF652	
GWAScatalog	IgA levels	15	3	0.001604671	0.039668531	RUNX3:TNFSF4:FADS2	
GWAScatalog	Regular attendance at a gym or sports club	32	4	0.001630533	0.040083934	ITPR3:IP6K3:LEMD2:MLN	
GWAScatalog	Gestational age at birth (maternal effect)	33	4	0.001832259	0.044548065	RUVBL1:EEFSEC:ALG2:SEC61B	
GWAScatalog	Lamb consumption	33	4	0.001832259	0.044548065	L3MBTL2:RANGAP1:ZC3H7B:TEF	
Positional_gene_sets	chr6p22	165	34	6.78E-28	2.03E-25	LRRC16A:SLC17A2:HIST1H3A:HIST1H3B:HIST1H2BB:HIST1H3C:HFE:HIST1H1T:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H2BG:HIST1H3E:HIST1H3F:HIST1H3G:HIST1H2BI:BTN3A3:BTN2A1:ABT1:ZNF322:LINC00240:HIST1H2AG:HIST1H2AH:POM121L2:ZNF204P:HIST1H2BL:HIST1H2AI:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H2AK:HIST1H2AL:HIST1H1B:HIST1H3I:HIST1H3J:HIST1H2AM:OR2B2:ZKSCAN8:ZNF192P1:PGBD1:ZSCAN31:ZKSCAN3:ZSCAN12:ZSCAN23:XXbac-BPG308K3.6:OR2J2:XXbac-BPG308J9.3:OR5V1:OR12D3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr6p22
Positional_gene_sets	chr17q21	326	35	6.16E-19	9.24E-17	IKZF3:ZPBP2:GSDMB:ORMDL3:LRRC3C:GSDMA:PSMD3:CSF3:MED24:SNORD124:THRA:NR1D1:MSL1:RAPGEFL1:WIPF2:RARA:STAT5B:PTRF:NAGLU:HSD17B1:COASY:MLX:PSMC3IP:FAM134C:FAM171A2:ITGA2B:DCAKD:NMT1:PLCD3:ACBD4:HEXIM1:MAP3K14-AS1:SPATA32:ZNF652:PHB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr17q21
Positional_gene_sets	chr17q12	105	13	1.37E-08	1.37E-06	FBXL20:MED1:CDK12:NEUROD2:PPP1R1B:STARD3:TCAP:PNMT:PGAP3:ERBB2:MIR4728:MIEN1:GRB7	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr17q12
Positional_gene_sets	chr5q31	213	17	6.74E-08	5.06E-06	ACSL6:AC034228.3:IL3:CSF2:PDLIM4:AC034220.3:MIR3936:SLC22A5:IRF1:RAD50:IL13:IL4:KIF3A:CCNI2:SEPT8:GNPDA1:NDFIP1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr5q31
Positional_gene_sets	chr22q13	226	16	8.29E-07	4.98E-05	XPNPEP3:RBX1:L3MBTL2:RANGAP1:ZC3H7B:TEF:TOB2:ACO2:PMM1:DESI1:XRCC6:NHP2L1:MEI1:CCDC134:SEPT3:WBP2NL	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr22q13
Positional_gene_sets	chr15q15	97	10	3.59E-06	0.000179458	CASC5:RAD51:INO80:CHP1:OIP5-AS1:OIP5:NUSAP1:RTF1:ITPKA:LTK	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr15q15
Positional_gene_sets	chr9p24	48	7	1.07E-05	0.000457287	KIAA1432:ERMP1:KIAA2026:IL33:UHRF2:GLDC:KDM4C	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr9p24
Positional_gene_sets	chr6p21	325	17	2.20E-05	0.000825452	B3GALT4:WDR46:PFDN6:RGL2:KIFC1:PHF1:CUTA:SYNGAP1:MIR5004:ITPR3:UQCC2:MIR3934:IP6K3:LEMD2:MLN:SCUBE3:ZNF76:DEF6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr6p21
Positional_gene_sets	chr12q24	264	15	2.58E-05	0.000860909	MLEC:ACADS:SPPL3:ABCB9:OGFOD2:ARL6IP4:PITPNM2:RP11-197N18.7:MPHOSPH9:C12orf65:CDK2AP1:SBNO1:hsa-mir-8072:SETD8:RILPL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr12q24
Positional_gene_sets	chr4q27	18	4	0.000165564	0.004966912	KIAA1109:ADAD1:IL21:IL21-AS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr4q27
Positional_gene_sets	chr2q12	37	5	0.000292811	0.007985762	IL1RL1:IL18R1:IL18RAP:SLC9A4:SLC9A2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr2q12
Positional_gene_sets	chr11q13	301	13	0.001215772	0.030394312	AP5B1:OVOL1:OVOL1-AS1:CFL1:SNX32:MUS81:EFEMP2:CTSW:ACTN3:CTSF:PRKRIR:C11orf30:LRRC32	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr11q13
Positional_gene_sets	chr5q22	32	4	0.001630533	0.037627683	TMEM232:SLC25A46:WDR36:CAMK4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/chr5q22
BioCarta	BIOCARTA_STEM_PATHWAY	15	5	2.69E-06	0.000414786	IL3:CSF2:IL4:IL6:CSF3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_STEM_PATHWAY
BioCarta	BIOCARTA_INFLAM_PATHWAY	26	6	2.84E-06	0.000414786	IL3:CSF2:IL13:IL4:IL6:CSF3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_INFLAM_PATHWAY
BioCarta	BIOCARTA_TOB1_PATHWAY	19	5	9.90E-06	0.000963308	IL4:IL2RA:SMAD3:SMAD4:TOB2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_TOB1_PATHWAY
BioCarta	BIOCARTA_ERYTH_PATHWAY	15	4	7.67E-05	0.005600376	IL3:CSF2:IL6:CSF3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_ERYTH_PATHWAY
BioCarta	BIOCARTA_DC_PATHWAY	17	4	0.000130414	0.007616171	IL3:CSF2:IL13:IL4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_DC_PATHWAY
BioCarta	BIOCARTA_CYTOKINE_PATHWAY	19	4	0.000207075	0.010077644	IL3:IL13:IL4:IL6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_CYTOKINE_PATHWAY
BioCarta	BIOCARTA_TH1TH2_PATHWAY	20	4	0.000255588	0.010661663	IL18R1:IL4:IL2RA:IL4R	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_TH1TH2_PATHWAY
BioCarta	BIOCARTA_IL4_PATHWAY	11	3	0.000610272	0.022274923	IL4:STAT6:IL4R	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_IL4_PATHWAY
BioCarta	BIOCARTA_NKT_PATHWAY	26	4	0.000731081	0.02371953	IL18R1:CSF2:IL4:IL4R	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_NKT_PATHWAY
BioCarta	BIOCARTA_GATA3_PATHWAY	13	3	0.001032915	0.030161125	IL13:IL4:GATA3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_GATA3_PATHWAY
BioCarta	BIOCARTA_IL17_PATHWAY	15	3	0.001604671	0.042596709	IL3:IL6:CSF3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_IL17_PATHWAY
BioCarta	BIOCARTA_IL7_PATHWAY	16	3	0.001951671	0.047490668	IL7R:STAT5B:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_IL7_PATHWAY
Immunologic_signatures	VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_9MO_UP	112	15	3.40E-10	1.77E-06	TNFSF4:IL18R1:IL3:CSF2:IL13:HIST1H3A:HIST1H3B:HIST1H3C:HIST1H3D:HIST1H3E:HIST1H3F:HIST1H3G:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H3I:HIST1H3J:PHF1:IL2RA:KIF11:CTSW:CASC5:RAD51:WIPF2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_9MO_UP
Immunologic_signatures	GSE17301_CTRL_VS_48H_IFNA2_STIM_CD8_TCELL_DN	182	15	2.64E-07	0.000689727	CEP85:CD52:RORC:S100A10:POGLUT1:SOX30:LRRC16A:HIST1H2BM:HIST1H1B:RGL2:PHF1:HIVEP2:KDM4C:HDAC7:SLC7A10	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE17301_CTRL_VS_48H_IFNA2_STIM_CD8_TCELL_DN
Immunologic_signatures	GSE21670_STAT3_KO_VS_WT_CD4_TCELL_DN	195	15	6.42E-07	0.00085827	DPP4:PLCL1:IL13:GNPDA1:ADAM19:ITGB8:IL6:IKZF1:IL2RA:CDK2:FURIN:NSMCE1:IL4R:IL21R:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE21670_STAT3_KO_VS_WT_CD4_TCELL_DN
Immunologic_signatures	ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_1DY_DN	832	34	6.58E-07	0.00085827	CD52:ITPKB:LBH:IL18RAP:DPP4:PLCL1:IL7R:CAMK4:ACSL6:CYFIP2:HIST1H2AC:HIST1H2BM:HIST1H1B:ZKSCAN8:ZKSCAN3:BACH2:SESN1:THEMIS:HIVEP2:ERMP1:TRAF1:CTSW:CTSF:DDX6:MPHOSPH9:SBNO1:RORA:FBXL20:IKZF3:THRA:NR1D1:MAP3K14-AS1:ELAC1:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_1DY_DN
Immunologic_signatures	GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_UP	183	14	1.62E-06	0.001689162	CEP85:CD52:RORC:S100A10:PTPRC:POGLUT1:LRRC16A:RGL2:PHF1:ITPR3:HIVEP2:KDM4C:HDAC7:GSDMB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_UP
Immunologic_signatures	VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_8MO_UP	71	9	1.95E-06	0.001697415	TNFSF4:IL18R1:IL3:HIST1H3A:HIST1H3B:HIST1H3C:HIST1H3D:HIST1H3E:HIST1H3F:HIST1H3G:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H3I:HIST1H3J:CASC5:RAD51:NUSAP1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_8MO_UP
Immunologic_signatures	GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_DN	195	14	3.42E-06	0.002549976	RERE:IL7R:BACH2:SESN1:CRYAB:IL4R:NEUROD2:MSL1:RARA:PTRF:SMAD4:BCL2:SIX5:TEF	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_DN
Immunologic_signatures	GSE4590_LARGE_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_DN	177	13	5.96E-06	0.003886189	LBH:DPP4:PLCL1:NDFIP1:ADAM19:HIVEP2:IKZF1:SYT13:EFEMP2:PITPNM2:SMAD3:IQCH:IKZF3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE4590_LARGE_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_DN
Immunologic_signatures	KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN	186	13	1.02E-05	0.005915367	RERE:POU2F1:D2HGDH:IL7R:CYFIP2:ZKSCAN3:SESN1:TNFAIP3:TRAF1:GATA3:OGFOD2:IL4R:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN
Immunologic_signatures	GSE7219_WT_VS_NIK_NFKB2_KO_DC_DN	164	12	1.41E-05	0.007290773	IL18R1:IL18RAP:KLF3:TLR1:IL7R:SLC25A46:BACH2:ZC3H12D:CYP17A1:MUS81:SMAD3:SMAD4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE7219_WT_VS_NIK_NFKB2_KO_DC_DN
Immunologic_signatures	GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_2MO_UP	316	17	1.54E-05	0.007290773	BATF3:RUVBL1:TLR1:IL3:CSF2:RAD50:ADAM19:MLN:IL6:IL2RA:KIF11:FEN1:NUSAP1:IL21R:NMT1:RBX1:ACO2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_2MO_UP
Immunologic_signatures	GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_UP	196	13	1.79E-05	0.007764479	RUNX3:AIM1L:IL18R1:CSF2:SEPT8:ADAM19:IL2RA:GATA3:KIF11:CTSW:IKZF3:RARA:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_UP
Immunologic_signatures	GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_UP	172	12	2.27E-05	0.009106851	RUNX3:TNFAIP8:HFE:HIST1H1B:ZC3H12D:NEK6:RAB3IL1:SMAD3:FURIN:IL21R:KLF2:DMPK	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_UP
Immunologic_signatures	GSE42724_MEMORY_VS_B1_BCELL_DN	181	12	3.75E-05	0.013990912	IL7R:IRF1:HIST1H2AC:HIST1H2AJ:TNFAIP3:TRAF1:IL2RA:FADS2:IL21R:HEXIM1:POLI:ARFRP1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE42724_MEMORY_VS_B1_BCELL_DN
Immunologic_signatures	GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN	188	12	5.43E-05	0.014757588	CLIC4:LINC00299:TNFAIP8:CSF2:HIVEP1:TNFAIP3:ITGB8:IL6:TRAF1:IL2RA:TMEM194A:CSF3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN
Immunologic_signatures	GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_DN	188	12	5.43E-05	0.014757588	BATF3:POGLUT1:IL21:IRF1:HIVEP1:B3GALT4:TNFAIP3:SEC61B:TRAF1:IL2RA:MUC5AC:RAB5B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_DN
Immunologic_signatures	GSE22886_NAIVE_CD4_TCELL_VS_DC_UP	189	12	5.72E-05	0.014757588	LBH:DPP4:CAMK4:CYFIP2:ABT1:HIVEP2:IKZF1:GATA3:RORA:GSDMB:ACBD4:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE22886_NAIVE_CD4_TCELL_VS_DC_UP
Immunologic_signatures	GSE36891_UNSTIM_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_UP	189	12	5.72E-05	0.014757588	TNFAIP8:SLC22A5:IRF1:GNPDA1:ZKSCAN3:SESN1:RASGEF1A:RAB3IL1:DEXI:IL4R:FBXL20:HEXIM1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE36891_UNSTIM_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_UP
Immunologic_signatures	GSE2706_UNSTIM_VS_8H_LPS_DC_DN	190	12	6.02E-05	0.014757588	TNFAIP8:ADAM19:HIVEP1:TNFAIP3:ITGB8:ABCB5:IL6:TMEM194A:PLXNC1:BCL2:SERPINB7:DESI1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE2706_UNSTIM_VS_8H_LPS_DC_DN
Immunologic_signatures	GSE7460_WT_VS_FOXP3_HET_ACT_WITH_TGFB_TCONV_UP	191	12	6.33E-05	0.014757588	KIF1B:UBXN11:ADAD1:PDLIM4:LEMD2:GATA3:SPPL3:RTF1:THRA:SMAD4:ZNF217:TEF	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE7460_WT_VS_FOXP3_HET_ACT_WITH_TGFB_TCONV_UP
Immunologic_signatures	GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN	191	12	6.33E-05	0.014757588	RERE:ITPKB:D2HGDH:IL7R:ZKSCAN3:SESN1:TRAF1:GATA3:DDX6:HDAC7:IL4R:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN
Immunologic_signatures	GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP	193	12	7.00E-05	0.014757588	S100A10:ITPKB:ZBTB38:IL7R:CAMK4:NDFIP1:TNFAIP3:GATA3:ARL6IP4:RORA:DEXI:PMM1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP
Immunologic_signatures	GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP	193	12	7.00E-05	0.014757588	IL18R1:RAD50:TRAF1:IL2RA:GATA3:KIF11:MLEC:NUSAP1:SMAD3:BCL2:KLF2:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP
Immunologic_signatures	GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN	193	12	7.00E-05	0.014757588	SRGAP2:IL7R:TNFAIP8:IRF1:BTN2A1:LINC00271:HIVEP2:IL6:TRAF1:IL2RA:TMEM194A:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN
Immunologic_signatures	GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	194	12	7.35E-05	0.014757588	UBXN11:KIAA1109:ITPR3:SCAF8:PITPNM2:SBNO1:DEXI:NSMCE1:FAM134C:HEXIM1:ARFRP1:ZC3H7B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN
Immunologic_signatures	GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN	194	12	7.35E-05	0.014757588	RERE:UBXN11:SENP7:TLR1:PDLIM4:SESN1:MAF1:SMAD3:STAT5B:SMAD4:KLF2:ZNF217	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN
Immunologic_signatures	GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_UP	195	12	7.72E-05	0.014928549	RORC:IL4:GNPDA1:CYFIP2:NEK6:IL2RA:RORA:SMAD3:NSMCE1:IL4R:IL21R:MED1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_UP
Immunologic_signatures	GSE21670_UNTREATED_VS_TGFB_TREATED_STAT3_KO_CD4_TCELL_DN	196	12	8.11E-05	0.015117197	DPP4:IL13:GNPDA1:ADAM19:CYC1:GLDC:IL2RA:LRRC32:FURIN:NSMCE1:NMT1:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE21670_UNTREATED_VS_TGFB_TREATED_STAT3_KO_CD4_TCELL_DN
Immunologic_signatures	GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_DN	168	11	8.80E-05	0.015544466	IL1RL1:IL18R1:WDR36:CSF2:SEC61B:IL2RA:KIF11:ARL6IP4:SETD8:CASC5:NHP2L1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_DN
Immunologic_signatures	GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_UP	198	12	8.94E-05	0.015544466	CD52:FAM105A:IRF1:IL4:CYFIP2:GATA3:CFL1:PPP2R1B:MLEC:IL21R:MIEN1:ACBD4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_UP
Immunologic_signatures	GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	143	10	0.000106402	0.017704463	RUNX3:UBXN11:TNFSF4:FAM114A1:FAM105A:HDAC7:SUOX:STARD3:RAPGEFL1:KLF2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN
Immunologic_signatures	GSE3920_IFNA_VS_IFNG_TREATED_FIBROBLAST_UP	172	11	0.000108554	0.017704463	IL18RAP:ZBTB38:KLF3:THEMIS:NEK6:RASGEF1A:CYP17A1:SNX32:DDX6:SMAD3:IKZF3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE3920_IFNA_VS_IFNG_TREATED_FIBROBLAST_UP
Immunologic_signatures	GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_UP	174	11	0.000120289	0.019023924	CLIC4:S100A10:IL1RL1:IL18R1:IL18RAP:IL7R:IL2RA:CYP17A1:RORA:SMAD3:TEF	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_UP
Immunologic_signatures	FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_UP	119	9	0.000129255	0.019840639	RUNX3:TNFSF4:BATF3:D2HGDH:CSF2:IRF1:IL6:CSF3:SERPINB7	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_UP
Immunologic_signatures	GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_UP	178	11	0.000147029	0.021924145	S100A10:IL1RL1:IL18R1:IL18RAP:IL7R:CYFIP2:IL2RA:CYP17A1:CTSW:RORA:IKZF3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_UP
Immunologic_signatures	GSE2706_UNSTIM_VS_2H_LPS_DC_DN	179	11	0.000154453	0.022391329	IL18RAP:TNFAIP8:IRF1:HIVEP1:TNFAIP3:ITGB8:IL6:TRAF1:LRRC32:TMEM194A:RILPL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE2706_UNSTIM_VS_2H_LPS_DC_DN
Immunologic_signatures	GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN	180	11	0.000162192	0.022877841	IL18RAP:TNFAIP8:IRF1:HIVEP1:TNFAIP3:ITGB8:IL6:TRAF1:LRRC32:TMEM194A:RILPL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN
Immunologic_signatures	GSE3982_MEMORY_CD4_TCELL_VS_TH2_UP	185	11	0.000206018	0.026933162	FAM208A:POGLUT1:KIAA1109:BTN2A1:SESN1:CTSF:LTK:RORA:PGAP3:ERBB2:FAM134C	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE3982_MEMORY_CD4_TCELL_VS_TH2_UP
Immunologic_signatures	GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_DN	185	11	0.000206018	0.026933162	DPP4:CYFIP2:BTN2A1:RGL2:DEF6:IKZF1:CYP17A1:TREH:LTK:SMAD3:FAM134C	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_DN
Immunologic_signatures	PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_UP	283	14	0.000206424	0.026933162	DARC:PTPRC:BATF3:IL1RL1:IRF1:ADAM19:SCAF8:IL6:IKZF1:NEK6:RAB3IL1:IL4R:CDK12:ZNF217	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_UP
Immunologic_signatures	GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_DN	186	11	0.00021589	0.027192371	RERE:IL7R:PHF1:ZNF76:ALG2:TRAF1:CYP17A1:ZNF217:ARFRP1:TEF:TOB2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_DN
Immunologic_signatures	GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_DN	188	11	0.000236839	0.027192371	ADAM19:HIST1H3A:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H3D:HIST1H3E:HIST1H3F:HIST1H3G:HIST1H3H:HIST1H2BM:HIST1H3I:HIST1H3J:FADS2:RILPL2:CHP1:NUSAP1:NOD2:PSMD3:C18orf54	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_DN
